name,radius,distance,atmosphere,P. Habitable Class,P. Disc. Method,P. Disc. Year,
Kepler-1198 b,1.47,777,metals-rich,non-habitable,Transit,2016,
Kepler-1199 b,1.15,540,metals-rich,non-habitable,Transit,2016,
Kepler-1200 b,1.06,579,no-atmosphere,non-habitable,Transit,2016,
Kepler-1201 b,2.28,1202,metals-rich,non-habitable,Transit,2016,
Kepler-1202 b,2.93,1393,metals-rich,non-habitable,Transit,2016,
Kepler-1203 b,1.06,269,no-atmosphere,non-habitable,Transit,2016,
Kepler-1204 b,3.05,1282,metals-rich,non-habitable,Transit,2016,
Kepler-1205 b,1.41,766,no-atmosphere,non-habitable,Transit,2016,
Kepler-1206 b,1.64,807,metals-rich,non-habitable,Transit,2016,
Kepler-1207 b,1.62,946,metals-rich,non-habitable,Transit,2016,
Kepler-1208 b,2.32,877,metals-rich,non-habitable,Transit,2016,
Kepler-1209 b,1.51,558,metals-rich,non-habitable,Transit,2016,
Kepler-1210 b,1.7,1155,metals-rich,non-habitable,Transit,2016,
Kepler-1211 b,2.54,1486,metals-rich,non-habitable,Transit,2016,
Kepler-1212 b,2.14,1304,metals-rich,non-habitable,Transit,2016,
Kepler-1213 b,1.19,685,no-atmosphere,non-habitable,Transit,2016,
Kepler-1214 b,2.36,757,metals-rich,non-habitable,Transit,2016,
Kepler-1215 b,1.22,701,no-atmosphere,non-habitable,Transit,2016,
Kepler-1216 b,1.39,1124,metals-rich,non-habitable,Transit,2016,
Kepler-1217 b,1.99,1363,metals-rich,non-habitable,Transit,2016,
Kepler-1218 b,1.43,667,metals-rich,non-habitable,Transit,2016,
Kepler-1219 b,2.12,622,metals-rich,non-habitable,Transit,2016,
Kepler-1220 b,1.52,958,metals-rich,non-habitable,Transit,2016,
Kepler-1221 b,1.88,909,metals-rich,non-habitable,Transit,2016,
Kepler-1222 b,0.78,455,no-atmosphere,non-habitable,Transit,2016,
Kepler-1223 b,1.22,455,metals-rich,non-habitable,Transit,2016,
Kepler-1224 b,1.33,578,metals-rich,non-habitable,Transit,2016,
Kepler-1225 b,1.81,1241,metals-rich,non-habitable,Transit,2016,
Kepler-1226 b,1.44,779,metals-rich,non-habitable,Transit,2016,
Kepler-1227 b,2.28,667,hydrogen-rich,non-habitable,Transit,2016,
Kepler-1228 b,1.53,547,metals-rich,non-habitable,Transit,2016,
Kepler-1229 b,1.4,236,metals-rich,psychroplanet,Transit,2016,
Kepler-1230 b,2.71,1433,metals-rich,non-habitable,Transit,2016,
Kepler-1231 b,1.42,948,metals-rich,non-habitable,Transit,2016,
Kepler-1232 b,1.93,740,metals-rich,non-habitable,Transit,2016,
Kepler-1233 b,2.6,1281,metals-rich,non-habitable,Transit,2016,
Kepler-1234 b,2.81,866,metals-rich,non-habitable,Transit,2016,
Kepler-1235 b,0.78,533,no-atmosphere,non-habitable,Transit,2016,
Kepler-1236 b,2.14,1078,metals-rich,non-habitable,Transit,2016,
Kepler-1237 b,2.86,1121,metals-rich,non-habitable,Transit,2016,
Kepler-1238 b,1.93,1533,metals-rich,non-habitable,Transit,2016,
Kepler-1239 b,2.9,2511,no-atmosphere,non-habitable,Transit,2016,
Kepler-1240 b,1.15,614,no-atmosphere,non-habitable,Transit,2016,
Kepler-1241 b,2.63,936,metals-rich,non-habitable,Transit,2016,
Kepler-1242 b,2.26,682,metals-rich,non-habitable,Transit,2016,
Kepler-1243 b,1.75,877,metals-rich,non-habitable,Transit,2016,
Kepler-1244 b,1.34,764,no-atmosphere,non-habitable,Transit,2016,
Kepler-1245 b,1.43,861,metals-rich,non-habitable,Transit,2016,
Kepler-1245 c,1.43,861,metals-rich,non-habitable,Transit,2016,
Kepler-1246 b,1.36,435,metals-rich,non-habitable,Transit,2016,
Kepler-1247 b,2.33,1094,metals-rich,non-habitable,Transit,2016,
Kepler-1248 b,1.18,540,no-atmosphere,non-habitable,Transit,2016,
Kepler-1249 b,2.37,1674,metals-rich,non-habitable,Transit,2016,
Kepler-1250 b,1.92,1371,metals-rich,non-habitable,Transit,2016,
Kepler-1251 b,1.84,863,metals-rich,non-habitable,Transit,2016,
Kepler-1252 b,1.67,828,metals-rich,non-habitable,Transit,2016,
Kepler-1253 b,1.33,390,metals-rich,non-habitable,Transit,2016,
Kepler-1254 b,1.55,676,metals-rich,non-habitable,Transit,2016,
Kepler-1254 c,1.3,676,metals-rich,non-habitable,Transit,2016,
Kepler-1254 d,1.31,676,metals-rich,non-habitable,Transit,2016,
Kepler-1255 b,2.32,1344,metals-rich,non-habitable,Transit,2016,
Kepler-1256 b,1.49,862,metals-rich,non-habitable,Transit,2016,
Kepler-1257 b,1.52,1081,metals-rich,non-habitable,Transit,2016,
Kepler-1258 b,0.86,651,no-atmosphere,non-habitable,Transit,2016,
Kepler-1259 b,1.43,704,no-atmosphere,non-habitable,Transit,2016,
Kepler-1260 b,1.77,1041,metals-rich,non-habitable,Transit,2016,
Kepler-1261 b,2.26,795,metals-rich,non-habitable,Transit,2016,
Kepler-1262 b,1.81,1153,metals-rich,non-habitable,Transit,2016,
Kepler-1263 b,1.14,695,no-atmosphere,non-habitable,Transit,2016,
Kepler-1264 b,1.18,814,no-atmosphere,non-habitable,Transit,2016,
Kepler-1265 b,1.34,581,metals-rich,non-habitable,Transit,2016,
Kepler-1266 b,2.58,901,metals-rich,non-habitable,Transit,2016,
Kepler-1267 b,3.01,1628,metals-rich,non-habitable,Transit,2016,
Kepler-1268 b,2.03,1406,metals-rich,non-habitable,Transit,2016,
Kepler-1269 b,1.62,710,metals-rich,non-habitable,Transit,2016,
Kepler-1270 b,3.32,1204,no-atmosphere,non-habitable,Transit,2016,
Kepler-1271 b,1.48,885,metals-rich,non-habitable,Transit,2016,
Kepler-1272 b,2.36,896,metals-rich,non-habitable,Transit,2016,
Kepler-1273 b,2.49,1355,metals-rich,non-habitable,Transit,2016,
Kepler-1274 b,1.42,609,metals-rich,non-habitable,Transit,2016,
Kepler-1275 b,1.48,1280,metals-rich,non-habitable,Transit,2016,
Kepler-1276 b,1.19,587,metals-rich,non-habitable,Transit,2016,
Kepler-1277 b,1.6,606,metals-rich,non-habitable,Transit,2016,
Kepler-1278 b,1.01,743,no-atmosphere,non-habitable,Transit,2016,
Kepler-1279 b,1.75,1017,metals-rich,non-habitable,Transit,2016,
Kepler-1280 b,1.87,1006,metals-rich,non-habitable,Transit,2016,
Kepler-1281 b,1.64,1090,metals-rich,non-habitable,Transit,2016,
Kepler-1282 b,1.55,1126,metals-rich,non-habitable,Transit,2016,
Kepler-1283 b,1.9,1452,metals-rich,non-habitable,Transit,2016,
Kepler-1284 b,1.21,852,no-atmosphere,non-habitable,Transit,2016,
Kepler-1285 b,0.97,364,no-atmosphere,non-habitable,Transit,2016,
Kepler-1286 b,2.15,1150,metals-rich,non-habitable,Transit,2016,
Kepler-1287 b,1.53,1027,metals-rich,non-habitable,Transit,2016,
Kepler-1288 b,1.12,715,no-atmosphere,non-habitable,Transit,2016,
Kepler-1289 b,1.52,1059,metals-rich,non-habitable,Transit,2016,
Kepler-1290 b,1.42,1321,metals-rich,non-habitable,Transit,2016,
Kepler-1291 b,1.66,982,metals-rich,non-habitable,Transit,2016,
Kepler-1292 b,1.81,1406,metals-rich,non-habitable,Transit,2016,
Kepler-1293 b,0.97,770,no-atmosphere,non-habitable,Transit,2016,
Kepler-1294 b,3.19,1120,metals-rich,non-habitable,Transit,2016,
Kepler-1295 b,1.55,1257,metals-rich,non-habitable,Transit,2016,
Kepler-1296 b,0.91,631,no-atmosphere,non-habitable,Transit,2016,
Kepler-1297 b,0.97,996,no-atmosphere,non-habitable,Transit,2016,
Kepler-1298 b,1.31,498,no-atmosphere,non-habitable,Transit,2016,
Kepler-1299 b,2.98,1352,metals-rich,non-habitable,Transit,2016,
Kepler-1300 b,1.37,757,metals-rich,non-habitable,Transit,2016,
Kepler-1301 b,1.4,816,metals-rich,non-habitable,Transit,2016,
Kepler-1302 b,1.43,727,metals-rich,non-habitable,Transit,2016,
Kepler-1303 b,1.42,905,metals-rich,non-habitable,Transit,2016,
Kepler-1304 b,2.28,682,metals-rich,non-habitable,Transit,2016,
Kepler-1305 b,1.88,1343,metals-rich,non-habitable,Transit,2016,
Kepler-1306 b,1.9,1130,metals-rich,non-habitable,Transit,2016,
Kepler-1307 b,2.46,1396,metals-rich,non-habitable,Transit,2016,
Kepler-1308 b,0.52,73,no-atmosphere,non-habitable,Transit,2016,
Kepler-1309 b,2.36,845,metals-rich,non-habitable,Transit,2016,
Kepler-1310 b,1.43,583,no-atmosphere,non-habitable,Transit,2016,
Kepler-1311 b,1.24,705,metals-rich,non-habitable,Transit,2016,
Kepler-1311 c,1.22,705,no-atmosphere,non-habitable,Transit,2016,
Kepler-1312 b,2.09,305,metals-rich,non-habitable,Transit,2016,
Kepler-1313 b,1.76,187,metals-rich,non-habitable,Transit,2016,
Kepler-1314 b,5.11,462,metals-rich,non-habitable,Transit,2016,
Kepler-1315 b,1.38,505,no-atmosphere,non-habitable,Transit,2016,
Kepler-1316 b,3.54,753,metals-rich,non-habitable,Transit,2016,
Kepler-1317 b,1.56,734,metals-rich,non-habitable,Transit,2016,
Kepler-1318 b,3.1,475,metals-rich,non-habitable,Transit,2016,
Kepler-1319 b,1.34,114,metals-rich,non-habitable,Transit,2016,
Kepler-1320 b,1.7,771,metals-rich,non-habitable,Transit,2016,
Kepler-1321 b,4.92,547,metals-rich,non-habitable,Transit,2016,
Kepler-1321 c,2.4,547,metals-rich,non-habitable,Transit,2016,
Kepler-1322 b,1.61,1217,metals-rich,non-habitable,Transit,2016,
Kepler-1323 b,1.52,530,no-atmosphere,non-habitable,Transit,2016,
Kepler-1324 b,1.51,522,metals-rich,non-habitable,Transit,2016,
Kepler-1325 b,2.86,955,metals-rich,non-habitable,Transit,2016,
Kepler-1326 b,4.18,910,metals-rich,non-habitable,Transit,2016,
Kepler-1327 b,1.8,688,metals-rich,non-habitable,Transit,2016,
Kepler-1328 b,0.97,630,no-atmosphere,non-habitable,Transit,2016,
Kepler-1329 b,2.17,624,metals-rich,non-habitable,Transit,2016,
Kepler-1330 b,1.65,939,metals-rich,non-habitable,Transit,2016,
Kepler-1331 b,1.05,365,no-atmosphere,non-habitable,Transit,2016,
Kepler-1332 b,1.37,515,metals-rich,non-habitable,Transit,2016,
Kepler-1333 b,2.81,958,metals-rich,non-habitable,Transit,2016,
Kepler-1334 b,2.28,1047,metals-rich,non-habitable,Transit,2016,
Kepler-1335 b,1.44,628,metals-rich,non-habitable,Transit,2016,
Kepler-1336 b,1.98,822,metals-rich,non-habitable,Transit,2016,
Kepler-1336 c,1.71,822,metals-rich,non-habitable,Transit,2016,
Kepler-1337 b,2.41,588,hydrogen-rich,non-habitable,Transit,2016,
Kepler-1338 b,0.92,619,no-atmosphere,non-habitable,Transit,2016,
Kepler-1339 b,0.71,267,no-atmosphere,non-habitable,Transit,2016,
Kepler-1340 b,1.55,1421,no-atmosphere,non-habitable,Transit,2016,
Kepler-1341 b,2.99,466,metals-rich,non-habitable,Transit,2016,
Kepler-1342 b,1.66,941,metals-rich,non-habitable,Transit,2016,
Kepler-1343 b,1.93,1307,metals-rich,non-habitable,Transit,2016,
Kepler-1344 b,1.84,851,metals-rich,non-habitable,Transit,2016,
Kepler-1345 b,2.36,1164,metals-rich,non-habitable,Transit,2016,
Kepler-1346 b,1.58,1123,metals-rich,non-habitable,Transit,2016,
Kepler-1347 b,1.03,321,metals-rich,non-habitable,Transit,2016,
Kepler-1348 b,1.94,1033,metals-rich,non-habitable,Transit,2016,
Kepler-1349 b,0.69,260,no-atmosphere,non-habitable,Transit,2016,
Kepler-1350 b,2.52,350,metals-rich,non-habitable,Transit,2016,
Kepler-1350 c,1.72,350,metals-rich,non-habitable,Transit,2016,
Kepler-1351 b,0.65,241,no-atmosphere,non-habitable,Transit,2016,
Kepler-1352 b,0.88,637,no-atmosphere,non-habitable,Transit,2016,
Kepler-1353 b,1.8,596,metals-rich,non-habitable,Transit,2016,
Kepler-1354 b,2.97,1057,metals-rich,non-habitable,Transit,2016,
Kepler-1355 b,1.46,963,metals-rich,non-habitable,Transit,2016,
Kepler-1356 b,1.52,881,no-atmosphere,non-habitable,Transit,2016,
Kepler-1357 b,1.28,1026,no-atmosphere,non-habitable,Transit,2016,
Kepler-1358 b,1.12,558,metals-rich,non-habitable,Transit,2016,
Kepler-1359 b,2.82,669,metals-rich,non-habitable,Transit,2016,
Kepler-1360 b,3.39,1405,metals-rich,non-habitable,Transit,2016,
Kepler-1361 b,0.86,404,no-atmosphere,non-habitable,Transit,2016,
Kepler-1362 b,2.6,767,metals-rich,non-habitable,Transit,2016,
Kepler-1363 b,1.25,559,metals-rich,non-habitable,Transit,2016,
Kepler-1364 b,2.15,1149,metals-rich,non-habitable,Transit,2016,
Kepler-1365 b,0.92,541,no-atmosphere,non-habitable,Transit,2016,
Kepler-1365 c,0.8,541,no-atmosphere,non-habitable,Transit,2016,
Kepler-1366 b,1.43,395,metals-rich,non-habitable,Transit,2016,
Kepler-1367 b,0.92,357,no-atmosphere,non-habitable,Transit,2016,
Kepler-1368 b,1.65,1750,no-atmosphere,non-habitable,Transit,2016,
Kepler-1369 b,2.69,1236,metals-rich,non-habitable,Transit,2016,
Kepler-1370 b,1.84,878,metals-rich,non-habitable,Transit,2016,
Kepler-1370 c,1.27,878,no-atmosphere,non-habitable,Transit,2016,
Kepler-1371 b,0.73,450,no-atmosphere,non-habitable,Transit,2016,
Kepler-1371 c,0.64,450,no-atmosphere,non-habitable,Transit,2016,
Kepler-1372 b,1.27,1161,no-atmosphere,non-habitable,Transit,2016,
Kepler-1373 b,1.15,1112,no-atmosphere,non-habitable,Transit,2016,
Kepler-1374 b,2.28,1135,metals-rich,non-habitable,Transit,2016,
Kepler-1375 b,1.74,1238,metals-rich,non-habitable,Transit,2016,
Kepler-1376 b,1.05,864,no-atmosphere,non-habitable,Transit,2016,
Kepler-1377 b,1.25,1019,no-atmosphere,non-habitable,Transit,2016,
Kepler-1378 b,2.2,562,metals-rich,non-habitable,Transit,2016,
Kepler-1379 b,1.3,951,no-atmosphere,non-habitable,Transit,2016,
Kepler-1380 b,1.43,1209,metals-rich,non-habitable,Transit,2016,
Kepler-1381 b,2.25,1306,metals-rich,non-habitable,Transit,2016,
Kepler-1382 b,1.88,730,metals-rich,non-habitable,Transit,2016,
Kepler-1383 b,1.41,961,metals-rich,non-habitable,Transit,2016,
Kepler-1384 b,1.94,618,metals-rich,non-habitable,Transit,2016,
Kepler-1385 b,0.85,527,no-atmosphere,non-habitable,Transit,2016,
Kepler-1386 b,1.24,838,metals-rich,non-habitable,Transit,2016,
Kepler-1387 b,0.93,491,no-atmosphere,non-habitable,Transit,2016,
Kepler-1388 b,2.59,492,metals-rich,non-habitable,Transit,2016,
Kepler-1388 c,2.26,492,metals-rich,non-habitable,Transit,2016,
Kepler-1388 d,2.86,492,metals-rich,non-habitable,Transit,2016,
Kepler-1388 e,2.45,492,hydrogen-rich,non-habitable,Transit,2016,
Kepler-1389 b,1.77,521,metals-rich,non-habitable,Transit,2016,
Kepler-1390 b,1.18,760,no-atmosphere,non-habitable,Transit,2016,
Kepler-1391 b,1.68,721,metals-rich,non-habitable,Transit,2016,
Kepler-1392 b,1.96,1117,metals-rich,non-habitable,Transit,2016,
Kepler-1393 b,0.8,462,no-atmosphere,non-habitable,Transit,2016,
Kepler-1394 b,1.39,820,no-atmosphere,non-habitable,Transit,2016,
Kepler-1395 b,0.8,507,no-atmosphere,non-habitable,Transit,2016,
Kepler-1396 b,2.07,1236,metals-rich,non-habitable,Transit,2016,
Kepler-1397 b,1.71,770,metals-rich,non-habitable,Transit,2016,
Kepler-1398 b,0.9,793,no-atmosphere,non-habitable,Transit,2016,
Kepler-1398 c,1.03,793,no-atmosphere,non-habitable,Transit,2016,
Kepler-1399 b,1.25,1256,no-atmosphere,non-habitable,Transit,2016,
Kepler-1400 b,1.62,879,metals-rich,non-habitable,Transit,2016,
Kepler-1401 b,1.68,1242,metals-rich,non-habitable,Transit,2016,
Kepler-1402 b,0.76,681,no-atmosphere,non-habitable,Transit,2016,
Kepler-1403 b,2.14,1801,metals-rich,non-habitable,Transit,2016,
Kepler-1404 b,2,946,metals-rich,non-habitable,Transit,2016,
Kepler-1405 b,3.95,1605,metals-rich,non-habitable,Transit,2016,
Kepler-1406 b,1.1,587,no-atmosphere,non-habitable,Transit,2016,
Kepler-1407 b,2.25,1275,metals-rich,non-habitable,Transit,2016,
Kepler-1408 b,0.88,426,no-atmosphere,non-habitable,Transit,2016,
Kepler-1409 b,1.04,722,no-atmosphere,non-habitable,Transit,2016,
Kepler-1410 b,1.78,367,metals-rich,mesoplanet,Transit,2016,
Kepler-1411 b,2.82,1431,metals-rich,non-habitable,Transit,2016,
Kepler-1412 b,0.83,639,no-atmosphere,non-habitable,Transit,2016,
Kepler-1413 b,1.81,1162,metals-rich,non-habitable,Transit,2016,
Kepler-1414 b,1.23,534,metals-rich,non-habitable,Transit,2016,
Kepler-1415 b,1.29,1066,no-atmosphere,non-habitable,Transit,2016,
Kepler-1416 b,0.88,807,no-atmosphere,non-habitable,Transit,2016,
Kepler-1417 b,1,656,no-atmosphere,non-habitable,Transit,2016,
Kepler-1418 b,1.66,499,metals-rich,non-habitable,Transit,2016,
Kepler-1419 b,2.86,1444,metals-rich,non-habitable,Transit,2016,
Kepler-1420 b,1.28,923,metals-rich,non-habitable,Transit,2016,
Kepler-1421 b,0.93,675,no-atmosphere,non-habitable,Transit,2016,
Kepler-1422 b,2.02,2081,metals-rich,non-habitable,Transit,2016,
Kepler-1423 b,1.06,449,metals-rich,non-habitable,Transit,2016,
Kepler-1424 b,1.15,620,metals-rich,non-habitable,Transit,2016,
Kepler-1425 b,0.94,499,no-atmosphere,non-habitable,Transit,2016,
Kepler-1426 b,1.56,1211,metals-rich,non-habitable,Transit,2016,
Kepler-1427 b,1.1,1220,no-atmosphere,non-habitable,Transit,2016,
Kepler-1428 b,1.64,802,metals-rich,non-habitable,Transit,2016,
Kepler-1429 b,1.29,1156,no-atmosphere,non-habitable,Transit,2016,
Kepler-1430 b,1.18,541,no-atmosphere,non-habitable,Transit,2016,
Kepler-1431 b,1.47,1270,metals-rich,non-habitable,Transit,2016,
Kepler-1432 b,2.22,1552,metals-rich,non-habitable,Transit,2016,
Kepler-1433 b,1.56,1328,metals-rich,non-habitable,Transit,2016,
Kepler-1434 b,1.11,680,no-atmosphere,non-habitable,Transit,2016,
Kepler-1435 b,0.86,681,no-atmosphere,non-habitable,Transit,2016,
Kepler-1436 b,1.31,1142,metals-rich,non-habitable,Transit,2016,
Kepler-1437 b,1.37,1182,metals-rich,non-habitable,Transit,2016,
Kepler-1438 b,0.94,866,no-atmosphere,non-habitable,Transit,2016,
Kepler-1439 b,1.46,215,metals-rich,non-habitable,Transit,2016,
Kepler-1440 b,1.25,685,metals-rich,non-habitable,Transit,2016,
Kepler-1441 b,1.31,751,metals-rich,non-habitable,Transit,2016,
Kepler-1442 b,3.93,525,metals-rich,non-habitable,Transit,2016,
Kepler-1443 b,0.97,475,no-atmosphere,non-habitable,Transit,2016,
Kepler-1444 b,2.17,340,metals-rich,non-habitable,Transit,2016,
Kepler-1445 b,0.96,482,no-atmosphere,non-habitable,Transit,2016,
Kepler-1446 b,0.82,162,no-atmosphere,non-habitable,Transit,2016,
Kepler-1447 b,2.9,871,metals-rich,non-habitable,Transit,2016,
Kepler-1448 b,1.61,786,metals-rich,non-habitable,Transit,2016,
Kepler-1449 b,1.68,1321,metals-rich,non-habitable,Transit,2016,
Kepler-1450 b,1.71,490,metals-rich,non-habitable,Transit,2016,
Kepler-1451 b,3.35,1159,metals-rich,non-habitable,Transit,2016,
Kepler-1452 b,2.7,974,metals-rich,non-habitable,Transit,2016,
Kepler-1453 b,2.67,1284,metals-rich,non-habitable,Transit,2016,
Kepler-1454 b,1.88,795,metals-rich,non-habitable,Transit,2016,
Kepler-1455 b,2.16,392,hydrogen-rich,non-habitable,Transit,2016,
Kepler-1456 b,1.14,379,metals-rich,non-habitable,Transit,2016,
Kepler-1457 b,1.99,728,metals-rich,non-habitable,Transit,2016,
Kepler-1458 b,2.76,642,metals-rich,non-habitable,Transit,2016,
Kepler-1459 b,1.36,435,metals-rich,non-habitable,Transit,2016,
Kepler-1460 b,1.96,574,metals-rich,non-habitable,Transit,2016,
Kepler-1461 b,2.03,752,metals-rich,non-habitable,Transit,2016,
Kepler-1462 b,3.82,1368,metals-rich,non-habitable,Transit,2016,
Kepler-1463 b,1.86,1341,metals-rich,non-habitable,Transit,2016,
Kepler-1464 b,1.66,692,metals-rich,non-habitable,Transit,2016,
Kepler-1464 c,1,692,no-atmosphere,non-habitable,Transit,2016,
Kepler-1465 b,1.77,350,metals-rich,non-habitable,Transit,2016,
Kepler-1466 b,1.55,686,metals-rich,non-habitable,Transit,2016,
Kepler-1467 b,3.29,890,metals-rich,non-habitable,Transit,2016,
Kepler-1468 b,1.72,1130,metals-rich,non-habitable,Transit,2016,
Kepler-1468 c,1.15,1130,no-atmosphere,non-habitable,Transit,2016,
Kepler-1469 b,2.8,1255,metals-rich,non-habitable,Transit,2016,
Kepler-1470 b,1.06,569,metals-rich,non-habitable,Transit,2016,
Kepler-1471 b,1.41,1059,metals-rich,non-habitable,Transit,2016,
Kepler-1472 b,1.9,1269,metals-rich,non-habitable,Transit,2016,
Kepler-1473 b,1.19,625,metals-rich,non-habitable,Transit,2016,
Kepler-1474 b,2.16,1214,metals-rich,non-habitable,Transit,2016,
Kepler-1475 b,2.92,1714,metals-rich,non-habitable,Transit,2016,
Kepler-1476 b,1.67,1218,metals-rich,non-habitable,Transit,2016,
Kepler-1477 b,1.18,525,metals-rich,non-habitable,Transit,2016,
Kepler-1478 b,1.72,1405,metals-rich,non-habitable,Transit,2016,
Kepler-1479 b,1.83,619,metals-rich,non-habitable,Transit,2016,
Kepler-1480 b,1.67,540,metals-rich,non-habitable,Transit,2016,
Kepler-1481 b,1.23,493,metals-rich,non-habitable,Transit,2016,
Kepler-1482 b,1.01,442,no-atmosphere,non-habitable,Transit,2016,
Kepler-1483 b,1.52,1327,metals-rich,non-habitable,Transit,2016,
Kepler-1484 b,2.11,1095,metals-rich,non-habitable,Transit,2016,
Kepler-1485 b,1.47,550,metals-rich,non-habitable,Transit,2016,
Kepler-1486 b,2.32,1465,metals-rich,non-habitable,Transit,2016,
Kepler-1487 b,2.13,1094,metals-rich,non-habitable,Transit,2016,
Kepler-1488 b,1.86,618,metals-rich,non-habitable,Transit,2016,
Kepler-1489 b,1.77,870,metals-rich,non-habitable,Transit,2016,
Kepler-1490 b,3.04,968,metals-rich,non-habitable,Transit,2016,
Kepler-1491 b,1.51,1312,metals-rich,non-habitable,Transit,2016,
Kepler-1492 b,1.49,371,metals-rich,non-habitable,Transit,2016,
Kepler-1493 b,1.41,572,metals-rich,non-habitable,Transit,2016,
Kepler-1494 b,3.07,1059,metals-rich,non-habitable,Transit,2016,
Kepler-1495 b,2.93,1307,metals-rich,non-habitable,Transit,2016,
Kepler-1496 b,2.22,1293,metals-rich,non-habitable,Transit,2016,
Kepler-1497 b,1.66,1122,metals-rich,non-habitable,Transit,2016,
Kepler-1498 b,1.33,740,metals-rich,non-habitable,Transit,2016,
Kepler-1499 b,1.19,310,metals-rich,non-habitable,Transit,2016,
Kepler-1500 b,1.2,904,metals-rich,non-habitable,Transit,2016,
Kepler-1501 b,1.56,888,metals-rich,non-habitable,Transit,2016,
Kepler-1502 b,3.18,1540,metals-rich,non-habitable,Transit,2016,
Kepler-1503 b,2.27,850,hydrogen-rich,non-habitable,Transit,2016,
Kepler-1504 b,2.13,1029,metals-rich,non-habitable,Transit,2016,
Kepler-1505 b,0.93,359,no-atmosphere,non-habitable,Transit,2016,
Kepler-1506 b,1.32,1318,metals-rich,non-habitable,Transit,2016,
Kepler-1507 b,0.84,342,no-atmosphere,non-habitable,Transit,2016,
Kepler-1508 b,1.33,892,metals-rich,non-habitable,Transit,2016,
Kepler-1509 b,1.85,1277,metals-rich,non-habitable,Transit,2016,
Kepler-1510 b,3.36,1615,metals-rich,non-habitable,Transit,2016,
Kepler-1511 b,1.68,897,metals-rich,non-habitable,Transit,2016,
Kepler-1512 b,1.18,162,metals-rich,non-habitable,Transit,2016,
Kepler-1513 b,8.46,384,hydrogen-rich,non-habitable,Transit,2016,
Kepler-1514 b,11.82,379,,non-habitable,Transit,2016,
Kepler-1515 b,9.54,504,hydrogen-rich,non-habitable,Transit,2016,
Kepler-1516 b,1.75,872,metals-rich,non-habitable,Transit,2016,
Kepler-1517 b,9.76,869,metals-rich,non-habitable,Transit,2016,
Kepler-1518 b,3.05,1140,no-atmosphere,non-habitable,Transit,2016,
Kepler-1519 b,7.06,858,hydrogen-rich,non-habitable,Transit,2016,
Kepler-1520 b,5.77,636,metals-rich,non-habitable,Transit,2016,
Kepler-1521 b,2.5,227,hydrogen-rich,non-habitable,Transit,2016,
Kepler-1522 b,1.72,690,metals-rich,non-habitable,Transit,2016,
Kepler-1523 b,1.58,918,metals-rich,non-habitable,Transit,2016,
Kepler-1524 b,3.54,506,metals-rich,non-habitable,Transit,2016,
Kepler-1525 b,0.91,396,no-atmosphere,non-habitable,Transit,2016,
Kepler-1526 b,2.43,576,metals-rich,non-habitable,Transit,2016,
Kepler-1527 b,4.77,1560,metals-rich,non-habitable,Transit,2016,
Kepler-1528 b,1.46,916,no-atmosphere,non-habitable,Transit,2016,
Kepler-1529 b,2.09,683,metals-rich,non-habitable,Transit,2016,
Kepler-1530 b,1.64,552,metals-rich,non-habitable,Transit,2016,
Kepler-1530 c,1.65,552,metals-rich,non-habitable,Transit,2016,
Kepler-1531 b,1.11,670,no-atmosphere,non-habitable,Transit,2016,
Kepler-1532 b,1.34,824,no-atmosphere,non-habitable,Transit,2016,
Kepler-1533 b,3.46,852,metals-rich,non-habitable,Transit,2016,
Kepler-1534 b,1.89,1107,metals-rich,non-habitable,Transit,2016,
Kepler-1535 b,2.54,879,metals-rich,non-habitable,Transit,2016,
Kepler-1536 b,3.14,401,metals-rich,non-habitable,Transit,2016,
Kepler-1537 b,1.18,503,no-atmosphere,non-habitable,Transit,2016,
Kepler-1538 b,2.82,1291,metals-rich,non-habitable,Transit,2016,
Kepler-1539 b,2.7,788,metals-rich,non-habitable,Transit,2016,
Kepler-1540 b,2.49,262,hydrogen-rich,mesoplanet,Transit,2016,
Kepler-1541 b,1.15,414,metals-rich,non-habitable,Transit,2016,
Kepler-1542 b,0.76,336,no-atmosphere,non-habitable,Transit,2016,
Kepler-1542 c,0.65,336,no-atmosphere,non-habitable,Transit,2016,
Kepler-1542 d,0.87,336,no-atmosphere,non-habitable,Transit,2016,
Kepler-1542 e,0.76,336,no-atmosphere,non-habitable,Transit,2016,
Kepler-1543 b,2.71,1114,no-atmosphere,non-habitable,Transit,2016,
Kepler-1544 b,1.78,349,metals-rich,mesoplanet,Transit,2016,
Kepler-1545 b,2.7,688,metals-rich,non-habitable,Transit,2016,
Kepler-1546 b,3.12,994,metals-rich,non-habitable,Transit,2016,
Kepler-1547 b,0.9,665,no-atmosphere,non-habitable,Transit,2016,
Kepler-1548 b,2.64,1150,metals-rich,non-habitable,Transit,2016,
Kepler-1549 b,2.56,792,metals-rich,non-habitable,Transit,2016,
Kepler-1550 b,3.01,1202,metals-rich,non-habitable,Transit,2016,
Kepler-1551 b,2.65,1560,metals-rich,non-habitable,Transit,2016,
Kepler-1552 b,2.46,618,hydrogen-rich,mesoplanet,Transit,2016,
Kepler-1553 b,1.15,719,no-atmosphere,non-habitable,Transit,2016,
Kepler-1554 b,2.9,982,metals-rich,non-habitable,Transit,2016,
Kepler-1555 b,1.61,1382,metals-rich,non-habitable,Transit,2016,
